",client_id,age,job,marital,education,credit_default,mortgage,month,day,contact_duration,number_contacts,previous_campaign_contacts,previous_outcome,cons_price_idx,euribor_three_months,campaign_outcome"
"4112,28826,50,blue-collar,married,basic.9y,unknown,yes,apr,15,1285,2,1,failure,93.075,1.41,no"
"4113,28827,28,technician,single,high.school,no,yes,apr,23,48,4,1,failure,93.075,1.41,no"
"4114,28828,41,blue-collar,divorced,basic.4y,no,no,apr,16,316,2,0,nonexistent,93.075,1.41,no"
"4115,28829,38,technician,divorced,high.school,no,yes,apr,8,279,3,1,failure,93.075,1.41,no"
"4116,28830,33,blue-collar,married,basic.9y,no,no,apr,17,225,1,1,success,93.075,1.41,no"
"4117,28831,56,admin.,married,basic.9y,no,yes,apr,7,299,2,0,nonexistent,93.075,1.41,yes"
"4118,28832,47,blue-collar,married,basic.9y,no,yes,apr,24,193,1,0,nonexistent,93.075,1.41,no"
"0,28833,44,admin.,single,high.school,no,yes,apr,25,804,2,1,failure,93.075,1.41,no"
"1,28834,55,admin.,married,university.degree,no,yes,apr,11,211,3,0,nonexistent,93.075,1.41,no"
"2,28835,36,admin.,single,university.degree,no,yes,apr,16,274,2,0,nonexistent,93.075,1.41,no"
"3,28836,31,admin.,married,high.school,no,yes,apr,22,399,1,0,nonexistent,93.075,1.41,no"
"4,28837,38,entrepreneur,married,basic.4y,unknown,yes,apr,18,691,1,0,nonexistent,93.075,1.41,no"
"5,28838,28,self-employed,married,university.degree,no,yes,apr,30,344,1,0,nonexistent,93.075,1.41,no"
"6,28839,30,blue-collar,married,basic.9y,no,yes,apr,8,426,3,0,nonexistent,93.075,1.41,yes"
"7,28840,25,student,single,university.degree,no,no,apr,14,539,1,0,nonexistent,93.075,1.41,no"
"8,28841,40,services,married,high.school,no,no,apr,4,161,1,0,nonexistent,93.075,1.41,yes"
"9,28842,44,management,married,university.degree,no,yes,apr,12,137,2,0,nonexistent,93.075,1.41,no"
"10,28843,44,entrepreneur,divorced,university.degree,no,yes,apr,2,580,1,1,failure,93.075,1.41,no"
"11,28844,50,services,single,basic.6y,unknown,no,apr,13,119,1,1,success,93.075,1.41,no"
"12,28845,45,services,divorced,basic.4y,no,no,apr,26,296,1,0,nonexistent,93.075,1.41,no"
"13,28846,40,management,married,basic.6y,no,yes,apr,12,179,1,0,nonexistent,93.075,1.41,no"
"14,28847,50,services,single,basic.6y,unknown,no,apr,23,169,1,0,nonexistent,93.075,1.41,no"
"15,28848,50,services,single,basic.6y,unknown,yes,apr,26,429,1,0,nonexistent,93.075,1.41,no"
"16,28849,28,technician,married,basic.9y,no,yes,apr,21,137,1,0,nonexistent,93.075,1.41,no"
"17,28850,36,blue-collar,married,unknown,no,yes,apr,14,466,4,0,nonexistent,93.075,1.41,no"
"18,28851,28,technician,married,basic.9y,no,no,apr,5,263,1,0,nonexistent,93.075,1.41,no"
"19,28852,28,technician,married,basic.9y,no,yes,apr,29,75,1,0,nonexistent,93.075,1.41,no"
"20,28853,23,blue-collar,single,basic.4y,no,yes,apr,22,287,1,0,nonexistent,93.075,1.41,no"
"21,28854,43,management,married,university.degree,unknown,no,apr,18,176,1,0,nonexistent,93.075,1.41,no"
"22,28855,28,technician,married,basic.9y,no,no,apr,21,442,1,0,nonexistent,93.075,1.41,no"
"23,28856,44,blue-collar,married,basic.6y,no,yes,apr,10,304,1,0,nonexistent,93.075,1.41,no"
"24,28857,55,management,married,basic.4y,unknown,no,apr,1,594,2,0,nonexistent,93.075,1.41,no"
"25,28858,28,technician,married,basic.9y,no,yes,apr,3,772,1,0,nonexistent,93.075,1.41,no"
"26,28859,30,services,married,high.school,no,no,apr,27,647,2,1,failure,93.075,1.41,no"
"27,28860,45,blue-collar,married,unknown,no,yes,apr,23,263,1,0,nonexistent,93.075,1.41,no"
"28,28861,25,student,married,university.degree,no,yes,apr,19,127,7,0,nonexistent,93.075,1.41,no"
"29,28862,47,entrepreneur,divorced,high.school,no,no,apr,29,71,5,0,nonexistent,93.075,1.41,no"
"30,28863,45,blue-collar,married,unknown,no,yes,apr,6,432,1,0,nonexistent,93.075,1.41,no"
"31,28864,59,blue-collar,married,basic.9y,no,no,apr,1,332,2,1,failure,93.075,1.41,no"
"32,28865,45,blue-collar,married,unknown,no,no,apr,1,829,1,0,nonexistent,93.075,1.41,no"
"33,28866,45,blue-collar,married,unknown,no,yes,apr,7,614,1,1,failure,93.075,1.41,no"
"34,28867,45,blue-collar,married,unknown,no,yes,apr,13,797,1,0,nonexistent,93.075,1.41,no"
"35,28868,31,student,single,unknown,unknown,no,apr,1,102,1,1,failure,93.075,1.41,no"
"36,28869,29,blue-collar,single,basic.6y,no,yes,apr,28,1410,1,1,failure,93.075,1.41,no"
"37,28870,45,blue-collar,married,unknown,no,yes,apr,10,944,1,1,failure,93.075,1.41,yes"
"38,28871,31,student,single,unknown,unknown,no,apr,19,246,1,1,failure,93.075,1.41,no"
"39,28872,34,blue-collar,married,basic.9y,no,no,apr,19,234,1,1,failure,93.075,1.41,no"
"40,28873,26,student,single,university.degree,no,no,apr,7,551,2,0,nonexistent,93.075,1.41,yes"
"41,28874,31,student,single,unknown,unknown,yes,apr,11,427,1,1,failure,93.075,1.41,no"
"42,28875,34,blue-collar,married,basic.9y,no,no,apr,11,340,1,1,failure,93.075,1.41,no"
"43,28876,42,blue-collar,married,basic.4y,no,no,apr,22,579,3,0,nonexistent,93.075,1.41,no"
"44,28877,47,services,married,basic.9y,no,yes,apr,29,561,3,0,nonexistent,93.075,1.41,no"
"45,28878,31,student,single,unknown,unknown,yes,apr,21,1156,1,1,failure,93.075,1.41,yes"
"46,28879,39,blue-collar,married,unknown,unknown,yes,apr,28,307,1,0,nonexistent,93.075,1.41,no"
"47,28880,43,admin.,single,high.school,no,yes,apr,4,192,2,1,failure,93.075,1.405,no"
"48,28881,42,entrepreneur,married,university.degree,unknown,no,apr,12,46,4,0,nonexistent,93.075,1.405,no"
"49,28882,33,management,married,basic.9y,no,no,apr,22,71,2,0,nonexistent,93.075,1.405,no"
"50,28883,35,blue-collar,single,basic.9y,unknown,yes,apr,11,109,3,0,nonexistent,93.075,1.405,no"
"51,28884,51,blue-collar,married,basic.9y,unknown,yes,apr,30,35,1,1,failure,93.075,1.405,no"
"52,28885,42,admin.,single,high.school,no,no,apr,29,377,2,0,nonexistent,93.075,1.405,no"
"53,28886,51,blue-collar,married,basic.9y,unknown,yes,apr,1,81,1,1,failure,93.075,1.405,no"
"54,28887,37,blue-collar,single,professional.course,no,no,apr,4,360,1,0,nonexistent,93.075,1.405,no"
"55,28888,38,admin.,single,high.school,no,yes,apr,10,141,1,2,failure,93.075,1.405,no"
"56,28889,29,admin.,married,university.degree,no,yes,apr,14,430,1,0,nonexistent,93.075,1.405,no"
"57,28890,37,blue-collar,single,basic.9y,no,no,apr,25,282,1,0,nonexistent,93.075,1.405,no"
"58,28891,47,technician,married,professional.course,unknown,yes,apr,16,260,1,0,nonexistent,93.075,1.405,no"
"59,28892,47,admin.,married,university.degree,unknown,no,apr,26,226,1,1,failure,93.075,1.405,no"
"60,28893,38,blue-collar,married,basic.9y,unknown,no,apr,24,164,1,0,nonexistent,93.075,1.405,no"
"61,28894,37,blue-collar,married,basic.4y,no,no,apr,12,125,4,0,nonexistent,93.075,1.405,no"
"62,28895,41,admin.,divorced,high.school,no,no,apr,9,620,1,0,nonexistent,93.075,1.405,no"
"63,28896,34,technician,married,professional.course,no,no,apr,5,141,2,0,nonexistent,93.075,1.405,no"
"64,28897,42,blue-collar,married,basic.4y,unknown,no,apr,8,557,1,0,nonexistent,93.075,1.405,no"
"65,28898,48,blue-collar,married,basic.9y,no,no,apr,28,50,1,0,nonexistent,93.075,1.405,no"
"66,28899,39,admin.,married,high.school,unknown,yes,apr,27,222,1,1,failure,93.075,1.405,no"
"67,28900,42,blue-collar,married,unknown,no,yes,apr,15,434,1,0,nonexistent,93.075,1.405,no"
"68,28901,37,blue-collar,married,basic.4y,no,no,apr,8,180,2,0,nonexistent,93.075,1.405,no"
"69,28902,19,student,single,unknown,no,yes,apr,6,156,1,0,nonexistent,93.075,1.405,yes"
"70,28903,45,management,married,university.degree,no,yes,apr,3,345,1,0,nonexistent,93.075,1.405,no"
"71,28904,25,technician,single,university.degree,no,no,apr,8,118,1,0,nonexistent,93.075,1.405,no"
"72,28905,48,admin.,divorced,unknown,no,no,apr,27,85,1,0,nonexistent,93.075,1.405,no"
"73,28906,36,blue-collar,married,basic.6y,no,yes,apr,1,233,2,0,nonexistent,93.075,1.405,no"
"74,28907,41,management,married,university.degree,no,yes,apr,18,249,1,0,nonexistent,93.075,1.405,no"
"75,28908,35,services,single,high.school,no,yes,apr,20,179,1,0,nonexistent,93.075,1.405,no"
"76,28909,54,entrepreneur,married,basic.9y,no,yes,apr,21,52,1,0,nonexistent,93.075,1.405,no"
"77,28910,41,self-employed,married,basic.9y,no,no,apr,10,112,1,1,failure,93.075,1.405,no"
"78,28911,42,admin.,single,high.school,no,yes,apr,29,392,1,0,nonexistent,93.075,1.405,no"
"79,28912,54,blue-collar,married,unknown,unknown,yes,apr,8,113,2,0,nonexistent,93.075,1.405,no"
"80,28913,35,blue-collar,married,basic.4y,no,yes,apr,21,119,1,0,nonexistent,93.075,1.405,no"
"81,28914,28,student,married,university.degree,unknown,yes,apr,16,98,1,0,nonexistent,93.075,1.405,no"
"82,28915,34,entrepreneur,married,university.degree,no,no,apr,15,85,1,1,failure,93.075,1.405,no"
"83,28916,57,blue-collar,married,basic.9y,no,no,apr,5,515,1,0,nonexistent,93.075,1.405,no"
"84,28917,54,services,married,high.school,unknown,no,apr,29,402,1,1,failure,93.075,1.405,no"
"85,28918,54,services,married,high.school,unknown,no,apr,25,408,1,1,failure,93.075,1.405,no"
"86,28919,34,technician,divorced,basic.9y,no,yes,apr,14,76,1,0,nonexistent,93.075,1.405,no"
"87,28920,28,student,married,university.degree,unknown,no,apr,25,224,1,1,failure,93.075,1.405,no"
"88,28921,36,services,married,high.school,unknown,yes,apr,8,294,1,1,failure,93.075,1.405,no"
"89,28922,54,retired,married,basic.4y,no,yes,apr,2,420,1,0,nonexistent,93.075,1.405,no"
"90,28923,28,student,married,university.degree,unknown,yes,apr,2,346,1,0,nonexistent,93.075,1.405,no"
"91,28924,55,admin.,married,basic.4y,no,no,apr,30,198,1,0,nonexistent,93.075,1.405,no"
"92,28925,34,entrepreneur,married,university.degree,no,yes,apr,7,108,1,0,nonexistent,93.075,1.405,no"
"93,28926,31,admin.,married,high.school,no,no,apr,11,238,1,1,failure,93.075,1.405,no"
"94,28927,55,admin.,married,basic.4y,no,yes,apr,16,548,1,1,failure,93.075,1.405,no"
"95,28928,59,admin.,divorced,university.degree,no,yes,apr,3,416,1,1,failure,93.075,1.405,no"
"96,28929,35,technician,married,professional.course,no,yes,apr,1,86,1,0,nonexistent,93.075,1.405,no"
"97,28930,48,blue-collar,married,basic.6y,unknown,no,apr,19,599,2,0,nonexistent,93.075,1.405,no"
"98,28931,34,blue-collar,married,basic.9y,no,yes,apr,3,210,1,0,nonexistent,93.075,1.405,no"
"99,28932,39,blue-collar,divorced,basic.6y,no,yes,apr,25,344,1,0,nonexistent,93.075,1.405,no"
"100,28933,34,admin.,married,high.school,no,yes,apr,10,329,1,0,nonexistent,93.075,1.405,no"
"101,28934,34,self-employed,married,basic.4y,unknown,yes,apr,29,236,3,0,nonexistent,93.075,1.405,no"
"102,28935,32,management,single,university.degree,no,no,apr,21,82,1,1,failure,93.075,1.405,no"
"103,28936,34,management,married,university.degree,no,yes,apr,30,416,1,0,nonexistent,93.075,1.405,no"
"104,28937,38,blue-collar,married,basic.9y,no,yes,apr,15,612,1,1,failure,93.075,1.405,no"
"105,28938,39,management,married,basic.6y,no,yes,apr,1,177,1,0,nonexistent,93.075,1.405,no"
"106,28939,29,admin.,single,university.degree,no,no,apr,22,678,1,0,nonexistent,93.075,1.405,yes"
"107,28940,43,blue-collar,married,basic.6y,no,no,apr,5,150,1,0,nonexistent,93.075,1.405,no"
"108,28941,35,blue-collar,married,basic.4y,no,yes,apr,23,199,2,1,failure,93.075,1.405,no"
"109,28942,47,blue-collar,married,basic.9y,no,no,apr,27,112,1,0,nonexistent,93.075,1.405,no"
"110,28943,50,management,married,basic.6y,no,yes,apr,20,704,2,0,nonexistent,93.075,1.405,no"
"111,28944,43,blue-collar,married,basic.6y,no,yes,apr,23,372,1,1,failure,93.075,1.405,no"
"112,28945,32,blue-collar,married,basic.9y,no,no,apr,2,135,1,0,nonexistent,93.075,1.405,no"
"113,28946,42,blue-collar,married,basic.4y,no,yes,apr,27,486,1,1,failure,93.075,1.405,no"
"114,28947,32,management,single,university.degree,no,yes,apr,5,709,1,0,nonexistent,93.075,1.405,yes"
"115,28948,50,unemployed,married,basic.4y,unknown,yes,apr,11,71,1,0,nonexistent,93.075,1.405,no"
"116,28949,32,blue-collar,married,basic.9y,no,no,apr,22,462,1,0,nonexistent,93.075,1.405,no"
"117,28950,37,admin.,divorced,high.school,no,no,apr,28,156,1,1,failure,93.075,1.405,no"
"118,28951,35,admin.,married,university.degree,no,no,apr,13,203,1,0,nonexistent,93.075,1.405,no"
"119,28952,35,blue-collar,married,basic.6y,no,no,apr,26,77,3,1,failure,93.075,1.405,no"
"120,28953,36,entrepreneur,married,university.degree,no,yes,apr,27,486,2,0,nonexistent,93.075,1.405,no"
"121,28954,39,admin.,single,high.school,no,yes,apr,21,341,1,0,nonexistent,93.075,1.405,no"
"122,28955,48,services,single,high.school,no,yes,apr,4,267,2,1,failure,93.075,1.405,no"
"123,28956,33,technician,single,high.school,no,no,apr,17,1017,1,0,nonexistent,93.075,1.405,yes"
"124,28957,41,unemployed,married,basic.9y,unknown,yes,apr,25,246,1,1,failure,93.075,1.405,no"
"125,28958,57,services,married,basic.9y,unknown,yes,apr,14,185,1,0,nonexistent,93.075,1.405,no"
"126,28959,36,self-employed,married,basic.9y,no,yes,apr,23,313,1,1,failure,93.075,1.405,no"
"127,28960,35,admin.,single,university.degree,no,yes,apr,21,115,1,0,nonexistent,93.075,1.405,no"
"128,28961,34,blue-collar,married,professional.course,no,yes,apr,26,377,1,0,nonexistent,93.075,1.405,no"
"129,28962,33,blue-collar,married,basic.9y,no,yes,apr,4,135,1,1,failure,93.075,1.405,no"
"130,28963,30,services,single,high.school,unknown,yes,apr,22,451,1,0,nonexistent,93.075,1.405,no"
"131,28964,38,technician,single,university.degree,no,yes,apr,7,351,1,1,failure,93.075,1.405,no"
"132,28965,39,management,married,university.degree,no,yes,apr,21,126,1,0,nonexistent,93.075,1.405,no"
"133,28966,38,technician,single,university.degree,no,yes,apr,8,456,1,1,failure,93.075,1.405,no"
"134,28967,39,management,married,university.degree,no,yes,apr,7,306,1,0,nonexistent,93.075,1.405,no"
"135,28968,25,admin.,single,high.school,no,no,apr,24,178,2,0,nonexistent,93.075,1.405,no"
"136,28969,37,management,married,university.degree,unknown,no,apr,15,76,1,1,failure,93.075,1.405,no"
"137,28970,37,technician,married,professional.course,no,no,apr,20,292,2,0,nonexistent,93.075,1.405,no"
"138,28971,34,blue-collar,divorced,basic.4y,no,yes,apr,28,406,1,1,failure,93.075,1.405,no"
"139,28972,44,blue-collar,married,basic.6y,no,no,apr,11,239,1,2,failure,93.075,1.405,no"
"140,28973,40,blue-collar,married,basic.9y,no,yes,apr,25,514,1,0,nonexistent,93.075,1.405,no"
"141,28974,43,admin.,single,high.school,no,no,apr,29,51,3,0,nonexistent,93.075,1.405,no"
"142,28975,36,technician,married,professional.course,no,yes,apr,7,1095,1,1,failure,93.075,1.405,yes"
"143,28976,44,blue-collar,married,basic.6y,no,no,apr,1,468,1,0,nonexistent,93.075,1.405,no"
"144,28977,34,technician,divorced,professional.course,no,yes,apr,27,172,1,0,nonexistent,93.075,1.405,no"
"145,28978,34,technician,divorced,professional.course,no,yes,apr,21,122,1,1,failure,93.075,1.405,no"
"146,28979,19,student,single,unknown,no,yes,apr,6,452,3,0,nonexistent,93.075,1.405,yes"
"147,28980,34,technician,divorced,professional.course,no,no,apr,20,185,1,0,nonexistent,93.075,1.405,no"
"148,28981,47,admin.,married,basic.9y,no,yes,apr,13,196,1,0,nonexistent,93.075,1.405,no"
"149,28982,42,admin.,married,high.school,no,yes,apr,6,88,1,0,nonexistent,93.075,1.405,no"
"150,28983,38,technician,single,university.degree,no,yes,apr,30,31,3,1,failure,93.075,1.405,no"
"151,28984,29,entrepreneur,single,university.degree,no,yes,apr,27,268,1,1,failure,93.075,1.405,no"
"152,28985,38,management,married,high.school,unknown,yes,apr,10,143,1,0,nonexistent,93.075,1.405,no"
"153,28986,53,management,married,university.degree,no,yes,apr,10,111,2,0,nonexistent,93.075,1.405,no"
"154,28987,43,blue-collar,married,basic.9y,unknown,yes,apr,11,357,1,0,nonexistent,93.075,1.405,no"
"155,28988,38,services,married,high.school,no,no,apr,27,151,1,0,nonexistent,93.075,1.405,no"
"156,28989,41,blue-collar,married,unknown,unknown,yes,apr,23,400,3,0,nonexistent,93.075,1.405,no"
"157,28990,42,admin.,married,unknown,no,no,apr,8,952,1,1,failure,93.075,1.405,yes"
"158,28991,34,housemaid,divorced,university.degree,no,yes,apr,5,73,1,0,nonexistent,93.075,1.405,no"
"159,28992,49,blue-collar,married,basic.9y,no,yes,apr,21,832,2,0,nonexistent,93.075,1.405,no"
"160,28993,41,blue-collar,married,basic.9y,unknown,no,apr,9,251,1,1,failure,93.075,1.405,no"
"161,28994,45,blue-collar,married,unknown,unknown,yes,apr,18,303,1,0,nonexistent,93.075,1.405,no"
"162,28995,36,services,married,high.school,no,yes,apr,11,101,1,1,failure,93.075,1.405,no"
"163,28996,46,management,married,university.degree,unknown,no,apr,29,79,1,0,nonexistent,93.075,1.405,no"
"164,28997,35,blue-collar,married,basic.6y,no,yes,apr,5,113,1,1,failure,93.075,1.405,no"
"165,28998,46,management,married,university.degree,unknown,yes,apr,4,268,1,1,failure,93.075,1.405,no"
"166,28999,35,blue-collar,married,unknown,no,no,apr,8,172,1,0,nonexistent,93.075,1.405,no"
"167,29000,48,admin.,single,university.degree,no,yes,apr,15,237,1,0,nonexistent,93.075,1.405,no"
"168,29001,47,admin.,married,high.school,unknown,no,apr,10,517,1,0,nonexistent,93.075,1.405,no"
"169,29002,42,management,married,university.degree,unknown,no,apr,11,981,2,0,nonexistent,93.075,1.405,no"
"170,29003,32,retired,married,basic.4y,no,yes,apr,10,531,1,0,nonexistent,93.075,1.405,no"
"171,29004,36,entrepreneur,married,basic.9y,no,yes,apr,29,158,1,0,nonexistent,93.075,1.405,no"
"172,29005,45,blue-collar,married,unknown,no,no,apr,28,106,1,0,nonexistent,93.075,1.405,no"
"173,29006,49,management,married,university.degree,no,yes,apr,28,58,1,0,nonexistent,93.075,1.405,no"
"174,29007,53,admin.,single,basic.6y,unknown,no,apr,20,351,1,0,nonexistent,93.075,1.405,no"
"175,29008,36,entrepreneur,married,basic.9y,no,no,apr,7,299,1,0,nonexistent,93.075,1.405,no"
"176,29009,41,blue-collar,married,basic.9y,no,yes,apr,10,69,1,1,failure,93.075,1.405,no"
"177,29010,44,blue-collar,married,basic.9y,unknown,yes,apr,3,418,1,0,nonexistent,93.075,1.405,no"
"178,29011,41,blue-collar,married,basic.9y,no,no,apr,8,351,1,0,nonexistent,93.075,1.405,no"
"179,29012,41,admin.,divorced,high.school,no,no,apr,15,471,1,0,nonexistent,93.075,1.405,no"
"180,29013,32,blue-collar,married,basic.9y,no,no,apr,17,47,1,1,failure,93.075,1.405,no"
"181,29014,42,blue-collar,married,basic.4y,unknown,no,apr,25,264,1,1,failure,93.075,1.405,no"
"182,29015,42,admin.,divorced,high.school,no,yes,apr,12,57,1,0,nonexistent,93.075,1.405,no"
"183,29016,47,technician,married,professional.course,unknown,yes,apr,2,53,1,0,nonexistent,93.075,1.405,no"
"184,29017,34,admin.,single,high.school,no,yes,apr,23,183,1,1,failure,93.075,1.405,no"
"185,29018,40,blue-collar,single,basic.6y,unknown,no,apr,21,139,1,1,failure,93.075,1.405,no"
"186,29019,24,services,single,high.school,no,yes,apr,10,515,1,0,nonexistent,93.075,1.405,no"
"187,29020,40,blue-collar,single,basic.6y,unknown,no,apr,14,289,1,0,nonexistent,93.075,1.405,no"
"188,29021,34,technician,married,professional.course,no,no,apr,2,132,2,1,failure,93.075,1.405,no"
"189,29022,37,blue-collar,divorced,basic.9y,no,yes,apr,4,83,1,0,nonexistent,93.075,1.405,no"
"190,29023,54,retired,married,basic.4y,no,yes,apr,22,840,3,0,nonexistent,93.075,1.405,yes"
"191,29024,44,blue-collar,married,high.school,no,yes,apr,14,921,2,1,failure,93.075,1.405,no"
"192,29025,55,management,married,university.degree,no,no,apr,7,519,1,1,failure,93.075,1.405,no"
"193,29026,36,admin.,single,high.school,no,yes,apr,3,299,2,0,nonexistent,93.075,1.405,no"
"194,29027,57,admin.,divorced,high.school,no,yes,apr,13,97,1,0,nonexistent,93.075,1.405,no"
"195,29028,35,services,married,high.school,no,yes,apr,21,84,1,0,nonexistent,93.075,1.405,no"
"196,29029,39,admin.,married,university.degree,no,yes,apr,6,73,1,0,nonexistent,93.075,1.405,no"
"197,29030,43,management,married,university.degree,unknown,yes,apr,2,307,1,0,nonexistent,93.075,1.405,no"
"198,29031,37,admin.,divorced,high.school,no,yes,apr,16,1311,2,0,nonexistent,93.075,1.405,yes"
"199,29032,24,technician,divorced,professional.course,no,yes,apr,8,107,1,1,failure,93.075,1.405,no"
"200,29033,48,services,married,high.school,no,yes,apr,15,193,2,0,nonexistent,93.075,1.405,no"
"201,29034,55,blue-collar,married,basic.4y,no,yes,apr,16,248,2,0,nonexistent,93.075,1.405,no"
"202,29035,55,admin.,divorced,unknown,no,no,apr,16,386,2,0,nonexistent,93.075,1.405,no"
"203,29036,24,technician,divorced,professional.course,no,no,apr,7,332,1,1,failure,93.075,1.405,no"
"204,29037,47,admin.,married,high.school,unknown,unknown,apr,30,499,2,0,nonexistent,93.075,1.405,no"
"205,29038,34,unemployed,married,basic.9y,unknown,yes,apr,29,71,1,1,failure,93.075,1.405,no"
